LCBO_id,Price,Name,Description,Size,Alcohol,Madein_city,Madein_country,Brand,Sugar,Sweetness,Style1,Style2,Variety,Featured_wines,Recomm_foods
V548057,20.25,Airfield Estates Syrah 2014,"This has a deeper, more savoury character than the Lone Birch label Syrah, with a lovely black cherry nose and voluptuous black and red fruit on the palate. There is less obvious vanilla here, but more grip in the form of velvety tannins. Great intensity and balance. Drinking Window: 2017-2024. Score - 91. (James Button, decanter.com, March 12, 2017)",750,15.2,Washington,USA,"Airport Ranch Estates, Llc",3.0,XD - Extra Dry,Smooth,Full-bodied,Syrah Blend,,
L822668,227.3,Alain Corcia Echezeaux Grand Cru 2014,"An attractive, elegant Echezeaux with layers of savory spices, dark berries and delicate tannins. Bouquet shows animal, spice notes, and prune. Leather and mushroom will appear gradually. Tannins will soften, yet dense texture will remain. Drink now to 2028.",750,13.5,Burgundy,France,Prestige Des Grands Vins De Fr,,,,,Pinot Noir,,
L822866,47.55,"Alain Corcia Givry 1er cru ""le Champs Lalot"" 2017","Purchase of grapes from a 20 acre vineyard half of which was planted in 1955 and the other half in 1986. Its soil is stony clay and chalk and its wines have a creamy, saline texture.",750,13.0,Burgundy,France,Prestige Des Grands Vins De Fr,,,,,Pinot Noir,,
L597624,104.55,Alain Corcia Vosne Romanee 2012,"On the palate the wine is velvety and distinguished - the Pinot Noir at the top of its form. The wine may seem a little austere in its youth; it needs time in the bottle to develop structure and fleshy texture. Full-bodied and voluptuous, this wine is the equivalent of a Rubens nude.",750,13.0,Burgundy,France,Prestige Des Grands Vins De Fr,,,,,Pinot Noir Blend,,
L695980,87.7,Alain Corcia- Pommard 2014,"Deep colour, dark and red with mauve highlights. Its aromas are redolent of blackberry, bilberry, or gooseberry, cherry pit and ripe plum. Often, wild and feline notes develop with age. It needs to be given time to open up to its fullest extent and to display its mouth-filling texture, its firm but delicate structure, its fruit-filled mouth, and its chewy tannins, which by then will be properly smoothed down.",750,13.0,Burgundy,France,Prestige Des Grands Vins De Fr,,,,,Pinot Noir,,
V76349,26.95,Alain Jaume Clos de Sixte Lirac 2015,"The 2015 Lirac Clos de Sixte comes from an appellation that shares a similar terroir with Chateauneuf du Pape, yet is located just across the river, on the western side of the Rhone. It's a serious, large scaled, voluptuous effort that has lots of ripe tannin, a [big] mid-palate and copious amounts of blackberries, black cherries, scorched earth, licorice and roasted herbs. One of the bigger boned and concentrated reds in the lineup, it will have a decade of longevity. Score - 91-93. (Jeb Dunnuck, robertparker.com, Oct. 28, 2016)",750,14.5,Rhône,France,Vignobles Alain Jaume,4.0,XD - Extra Dry,Smooth,Full-bodied,Grenache/Syrah/Mourvèdre,,
L295105,15.95,Alamos Cabernet Sauvignon,"Deep, concentrated ruby; aromas of blackberry, cassis, vanilla and earth; dry, full bodied, with flavours of plush dark-skinned fruits, black currants and sweet cigar; medium acidity, ripe tannins and a long lingering finish.",750,13.0,,Argentina,Bodegas Esmeralda,4.0,XD - Extra Dry,Smooth,Full-bodied,Cabernet Sauvignon,,"['Steak Gorgonzola Pizza', 'Pulled Beef Ragu Polenta', 'Warm Salad with Honey-Mustard Flank Steak']"
L295139,15.95,Alamos Malbec,Deep ruby colour; dark berry fruit aromas with pepper and earth notes; medium-bodied with blackberry and plum flavours with a moderate finish.,750,13.0,Mendoza,Argentina,Bodegas Esmeralda,4.0,XD - Extra Dry,Firm,Full-bodied,Malbec,,"['Perfect Grilled Steak', 'Roasted Beef with Ale Cheddar Sauce', 'Porterhouse Steak']"
V322800,16.95,Alamos Selección Malbec 2016,"A very fresh and spicy nose with plenty of brambleberries, violets, baking spices, vanilla and cloves. Full body, tight yet velvety tannins, no shortage of plummy fruit and a fresh yet long finish. Drink now. Score - 92. (James Suckling, jamessuckling.com, April 5, 2018)",750,13.5,Mendoza,Argentina,E. & J. Gallo Winery,6.0,D - Dry,Smooth,Full-bodied,Malbec,,
L638247,8.95,Alario Cabernet Sauvignon,"The fruit for this wine is sourced from Chile's Central Valley. A crowd-pleasing, food-friendly red, anticipate appealing aromas and flavours of ripe cherry, black plum and green bell pepper. Full-bodied and smooth, it has velvety tannins with a balanced finish. Enjoy with steak and roasted bell pepper sandwiches.",750,13.0,Central Valley,Chile,Vina Carmen,4.0,XD - Extra Dry,Smooth,Full-bodied,Cabernet Sauvignon,,"['Lamb with Fennel', 'Lamb Burgers with Grilled Asparagus & Tzatziki', 'Hastings House Oven-Roasted Rack of Lamb']"
L693175,67.4,Alario Claudio Barolo Riva 2014,"An expressive and very intense red wine displaying aromas of violets, spice, hazelnuts, walnuts and toasty oak. Soft, generous palate with lots of tannins. Pairs nicely with lamb.",750,14.5,Piedmont,Italy,Azienda Agricola Alario Claudio,,,,,Nebbiolo,,
L166959,19.95,Albert Bichot Bourgogne Pinot Noir AOC,Albert Bichot Bourgogne Pinot Noir is bursting with aromas and flavours of raspberries with hints of spice.,750,12.5,Burgundy,France,Maison Albert Bichot,2.0,XD - Extra Dry,Fruity,Light-bodied,Pinot Noir,,"['Roast Chicken with Gravy', 'Baked Spicy Buffalo Wings', 'Savoy Salmon with Caper Butter, Bok Choy & Peas']"
V226340,67.0,Albert Morot Les Cent Vignes Beaune 1er Cru 2014,"Rich and juicy, this wine holds excellent potential. With its ripe red-berry fruit, balanced tannins and acidity, and spice from the wood aging, it will become a concentrated wine. Drink from 2020. Score - 93. (Roger Voss, Wine Enthusiast, Oct. 1, 2016)",750,14.0,Burgundy,France,Domaine Albert Morot,3.0,XD - Extra Dry,Fruity,Medium-bodied,Pinot Noir,,
L425776,13.65,Album 2014,Ripe fruit and spice aromas. Full bodied and balanced with soft tannins. A typical Alentejano wine. Pairs well with grilled meats and stews.,750,14.0,Alentejo,Portugal,Saven S.A.,,,,,Touriga Nacional/Touriga Franca,,
L232404,59.35,Alcance Bravura 2013,"Bravura, or 'courage' in Spanish, is our flagship Bordeaux blend, sourced from exceptional vineyards and produced in limited quantities in only the best of vintages. Complex aromas and flavours of deep black fruit, cassis, and cedar are perfectly balanced by rich, flavorful tannins. This is a deep, concentrated wine that is full of character. Bravura's unique label illustration represents the 'Cueca' dance, the national dance of Chile.",750,14.5,,Chile,Jackson Wine Estates Internati,,,,,,,
L232420,34.75,Alcance Gran Reserva Carmenère 2014,"Carmenère, the obscure Bordeaux variety once believed extinct, has become Chile's signature grape. Alcance Carmenère comes from our estate vineyards in Maule. Lush notes of black fruits, blueberries, and spice are abundant in the nose and follow through the fruity, spicy palate. Elegant tannins provide structure and elegance.",750,14.5,,Chile,Jackson Wine Estates Internati,,,,,Carmenère,,
L232438,34.75,Alcance Gran Reserva Merlot 2014,"Maule is one of the premier regions in Chile for Merlot. The mild climate and porous soils add gravitas and weight to this variety. This wine boasts a vivid colour with deep aromas of plum and black fruit, accompanied by delicate hints of oak. The palate is generous and fresh, with soft tannins that lead to a very elegant finish.",750,13.5,,Chile,Jackson Wine Estates Internati,,,,,Merlot,,
L232396,49.4,Alcance Vigno 2013,"A deep, spice-laden, richly textured wine. It is a true expression of Carignan, with intense red fruit and complex notes of earth, bay leaf and mint. Firm tannins and a juicy acidity give this wine a unique personality and superb aging potential. The Alcance Vigno's unique label illustration represents the 'Cueca' dance, the national dance of Chile.",750,13.5,,Chile,Jackson Wine Estates Internati,,,,,Carignan,,
V398925,15.95,Alceño 12 Meses Monastrell 2011,"A rounded mid-palate of berries gets strong support from a woody-spicy quality, licorice and vibrant acidity in this Jumilla red. Try it with grilled pork sausages or roast lamb. Score - 89. (Beppi Crosariol, The Globe and Mail, Jan. 22, 2015)",750,14.5,Jumilla,Spain,"Bodegas Alceno, S.A.",6.0,XD - Extra Dry,Smooth,Full-bodied,Monastrell (Mourvèdre),,
V398933,16.95,Alceño Premium 50 Barricas 2016,"85% Shiraz, 15% Monastrell. Intense and complex, this characterful wine has a fine tension and is chock-full of notes of tobacco, cocoa, herbs, cedar, sweet plums and roasted coffee.  Score - 90. (Decanter World Wine Awards, 2018)",750,14.5,Jumilla,Spain,"Bodegas Alceno, S.A.",7.0,XD - Extra Dry,Firm,Full-bodied,Syrah Blend,,
V636613,19.95,Alchymia Primitivo 2015,"Its texture and smoothness is authentic and outstanding, and a reference prototype. An extract vigorously concentrated whose flavour is perfectly balanced between tannic texture, crisp acidity, the smoothness of its fruit and its sweet spices that combine into a mellow harmony. A wine of extraordinary wine-growing capacity, and of purest executive wine-making. Absolutely among the best reds of the year, chapeau. Score - 98. (Luca Maroni, lucamaroni.com, April 27, 2016)",750,14.2,Puglia,Italy,Duca di Saragnano,20.0,XD - Extra Dry,Smooth,Full-bodied,Primitivo,,
V10551,50.0,Alcohuaz Tococo Single Vineyard Syrah 2016,"Lucky are the wine lovers who will get to drink one of the 2,133 bottles of this stunning Syrah from Chile's most picturesque vineyard. Light, floral and nuanced, with silky sweetness, fine red berry fruit, some baking spices and a long refreshing finish. Effortlessly complex. Drink Date: 2020-2028. Score - 97. (Tim Atkin, MW, timatkin.com, Chile Special Report 2018)",750,13.5,Elquí Valley,Chile,Agricola Tierras Altas S.A.,2.0,XD - Extra Dry,Smooth,Full-bodied,Shiraz/Syrah,,
V378968,28.95,Aldeasoña 2006,"Muscular yet graceful, this polished red features plum and currant fruit layered with loam, mineral and coffee notes over firm yet well-integrated tannins. Balanced, with good persistence on the smoky finish. Drink now through 2020. Score - 92. (Thomas Matthews, winespectator.com, Oct. 15, 2013)",750,15.0,Tierra de Léon,Spain,Convento San Francisco,2.0,XD - Extra Dry,Firm,Full-bodied,Aragonés Blend,,
L369404,83.75,Aldone Merlot Riserva IGT 2013,"Made in exceptional vintages only, this merlot is hand-picked and aged in new French oak cask for eighteen months. Its Bolgheri provenance shines through in the ripe plummy black fruit, dark chocolate and spice on the lush, firm palate. The lengthy finish displays fine tannins. Enjoy through 2020. Pair with Beef Wellington.",750,14.5,Tuscany,Italy,Terre Del Marchesato Di Fusell,,,,,Merlot,,
L119650,27.5,Aldonza Classico 2007,"A robust red blend from the Almansa region in southeast Spain, this wine is full to the brim with bold notes of red fruit, cocoa, oak and spices. Well-balanced and elegant, it is a good partner for red meat, game, stews and cheeses.",750,13.0,Almansa,Spain,Dehesas Y Vinedos De Navamarin S.A.,,,,,Red Blend,,
V649681,100.0,Aleanna Gran Enemigo Cabernet Franc 2013,"The nose of the 2013 Gran Enemigo El Cepillo Single Vineyard has a distinct savory note reminiscent of saffron, thyme, rockrose and other wild herbs along with lemon zest, chicken broth and some cereals that makes it very distinct. I didn't find this set of aromas in the 2012, but I found it again in 2014; and from what winemaker Alejandro Vigil told me, these aromas are also present in 2015 and 2016. It's super complex and powerful, still young and slightly marked by the élevage. The flavors are more conventional, even if you still find a lot of the notes found in the nose. The structure is solid, with fine-grained tannins and very good acidity - an improvement over the initial vintage. Drink Date: 2019-2028.  Score - 97. (Luis Gutiérrez, robertparker.com, June 29, 2018)",750,13.9,Mendoza,Argentina,Puerto Ancona S.A.,7.0,XD - Extra Dry,Fruity,Medium-bodied,Cabernet Franc,,
V192476,21.95,Alejandro Fernández Dehesa La Granja 2011,"Big, ripe blackberry and smoky nose with hints of earth and caramel. A full-bodied red with plenty of positive, dry tannins. Pleasantly warm, but also fresh and animating, this is delicious now and should hold through at least 2021. Score - 92. (James Suckling, jamessuckling.com, Aug. 2, 2018)",750,14.3,Castilla y León,Spain,Bodegas Fernandez Rivera,4.0,XD - Extra Dry,Smooth,Full-bodied,Tempranillo,,
V11256,47.95,Alexana Terroir Series Pinot Noir 2016,"Precise and harmonious, offering layered raspberry and cherry flavors laced with smoky anise and spice notes, building richness toward polished tannins. Drink now through 2025. Highly Recommended. Score - 94. (Tim Fish, winespectator.com, Feb. 28, 2019)",750,14.3,Oregon,USA,Alexana Winery,5.0,XD - Extra Dry,Fruity,Medium-bodied,Pinot Noir,,
L343987,40.3,Alexander Sandro Red Blend Dry 2014,"Alexander Sandro is comprised from a proprietary blend of 6 varieties of grape grown in Kfar Shammai along the slopes of Mitzpeh Hayamim Mountain in Upper Galilee. The wine's hue is a deep maroon with a noticeably black shade. Its aroma is of ripe berries enveloped in fresh, aromatic wood. The flavour continues the aroma, with the addition of quality chocolate and tobacco, and touches of quality vanilla with soft, gentle tannins, and a complexity that will match any meal.",750,13.5,,Israel,Royal Wines Co.  (Exc),,,,,Cabernet/Merlot,,
V120287,17.3,Alfasi Reserva Malbec/Syrah KP,"Black cherry, plum, mocha, spice and vanilla. Try with beef or lamb.",750,14.0,Central Valley,Chile,Royal Wines,2.0,D - Dry,Smooth,Full-bodied,Malbec Blend,,
L158741,8.95,Alianca Bairrada Reserva,"A rustic, deeply pigmented Portuguese red that is made from the indigenous baga grape. Forward, earth-tinged aromas of black fruit, red berry and herb with spicy/vanilla and smoky tones. Shows a firm palate that is redolent of ripe dark berry, dusty plum, spice and herbal flavours. Medium long, earthy, dried fruit finish.",750,13.5,Bairrada,Portugal,Caves Alianca Vinicola De Sangalhos,4.0,XD - Extra Dry,Fruity,Medium-bodied,Blend,,"['Spinach Salad with Stuffed Mushrooms', 'Mushroom Sugo Pappardelle', 'Planked Tandoori-Style Lamb']"
L239046,8.95,Alianca Foral Douro,"deep ruby red colour; raspberry, cherry, vanilla and spice aromas; dry, medium body; ripe cherry and plum flavours with a spicy finish",750,13.5,Douro,Portugal,Caves Alianca Vinicola De Sangalhos,3.0,XD - Extra Dry,Fruity,Medium-bodied,Douro,,"['Porcini, Herb & Cauliflower Soup', 'Curried Lamb Burger with Mango Chutney', 'Swanky Shepherd’s Pie']"
L590364,8.4,Alianca Terra Boa Vinho Tinto Old Vines,"Medium deep ruby; aromas of leather, blueberry, spice and raisin; dry, medium bodied with soft fruit and moderate tannins.",750,13.5,Beiras,Portugal,Caves Alianca Vinicola De Sangalhos,9.0,D - Dry,Fruity,Medium-bodied,Blend,,"['Thai Beef and Mango Salad on Rice Noodles', 'Tortello alla Trattoria Monti', 'Lamb on a Bed of Herbs']"
